ViewModelProviders,android.arch.lifecycle.ViewModelProviders,androidx.lifecycle.ViewModelProviders,Android.Arch.Lifecycle.ViewModelProviders,AndroidX.Lifecycle.ViewModelProviders,android.arch.lifecycle,androidx.lifecycle,Android.Arch.Lifecycle,AndroidX.Lifecycle
ViewModelStore,android.arch.lifecycle.ViewModelStore,androidx.lifecycle.ViewModelStore,Android.Arch.Lifecycle.ViewModelStore,AndroidX.Lifecycle.ViewModelStore,android.arch.lifecycle,androidx.lifecycle,Android.Arch.Lifecycle,AndroidX.Lifecycle
ViewModelStoreOwner,android.arch.lifecycle.ViewModelStoreOwner,androidx.lifecycle.ViewModelStoreOwner,,,android.arch.lifecycle,androidx.lifecycle,,
ViewModelStores,android.arch.lifecycle.ViewModelStores,androidx.lifecycle.ViewModelStores,Android.Arch.Lifecycle.ViewModelStores,AndroidX.Lifecycle.ViewModelStores,android.arch.lifecycle,androidx.lifecycle,Android.Arch.Lifecycle,AndroidX.Lifecycle
WriterKt,android.arch.lifecycle.WriterKt,androidx.lifecycle.WriterKt,,,android.arch.lifecycle,androidx.lifecycle,,
AsyncPagedListDiffer,android.arch.paging.AsyncPagedListDiffer,androidx.paging.AsyncPagedListDiffer,,,android.arch.paging,androidx.paging,,
ContiguousDataSource,android.arch.paging.ContiguousDataSource,androidx.paging.ContiguousDataSource,,,android.arch.paging,androidx.paging,,
ContiguousPagedList,android.arch.paging.ContiguousPagedList,androidx.paging.ContiguousPagedList,,,android.arch.paging,androidx.paging,,
DataSource,android.arch.paging.DataSource,androidx.paging.DataSource,,,android.arch.paging,androidx.paging,,
ItemKeyedDataSource,android.arch.paging.ItemKeyedDataSource,androidx.paging.ItemKeyedDataSource,,,android.arch.paging,androidx.paging,,
ListDataSource,android.arch.paging.ListDataSource,androidx.paging.ListDataSource,,,android.arch.paging,androidx.paging,,
LivePagedListBuilder,android.arch.paging.LivePagedListBuilder,androidx.paging.LivePagedListBuilder,,,android.arch.paging,androidx.paging,,
LivePagedListProvider,android.arch.paging.LivePagedListProvider,androidx.paging.LivePagedListProvider,,,android.arch.paging,androidx.paging,,
PagedList,android.arch.paging.PagedList,androidx.paging.PagedList,,,android.arch.paging,androidx.paging,,
PagedListAdapter,android.arch.paging.PagedListAdapter,androidx.paging.PagedListAdapter,,,android.arch.paging,androidx.paging,,
PagedStorage,android.arch.paging.PagedStorage,androidx.paging.PagedStorage,,,android.arch.paging,androidx.paging,,
PagedStorageDiffHelper,android.arch.paging.PagedStorageDiffHelper,androidx.paging.PagedStorageDiffHelper,,,android.arch.paging,androidx.paging,,
PageKeyedDataSource,android.arch.paging.PageKeyedDataSource,androidx.paging.PageKeyedDataSource,,,android.arch.paging,androidx.paging,,
PageResult,android.arch.paging.PageResult,androidx.paging.PageResult,,,android.arch.paging,androidx.paging,,
PositionalDataSource,android.arch.paging.PositionalDataSource,androidx.paging.PositionalDataSource,,,android.arch.paging,androidx.paging,,
RxPagedListBuilder,android.arch.paging.RxPagedListBuilder,androidx.paging.RxPagedListBuilder,,,android.arch.paging,androidx.paging,,
SnapshotPagedList,android.arch.paging.SnapshotPagedList,androidx.paging.SnapshotPagedList,,,android.arch.paging,androidx.paging,,
TiledDataSource,android.arch.paging.TiledDataSource,androidx.paging.TiledDataSource,,,android.arch.paging,androidx.paging,,
TiledPagedList,android.arch.paging.TiledPagedList,androidx.paging.TiledPagedList,,,android.arch.paging,androidx.paging,,
WrapperItemKeyedDataSource,android.arch.paging.WrapperItemKeyedDataSource,androidx.paging.WrapperItemKeyedDataSource,,,android.arch.paging,androidx.paging,,
WrapperPageKeyedDataSource,android.arch.paging.WrapperPageKeyedDataSource,androidx.paging.WrapperPageKeyedDataSource,,,android.arch.paging,androidx.paging,,
WrapperPositionalDataSource,android.arch.paging.WrapperPositionalDataSource,androidx.paging.WrapperPositionalDataSource,,,android.arch.paging,androidx.paging,,
FrameworkSQLiteDatabase,android.arch.persistence.db.framework.FrameworkSQLiteDatabase,androidx.sqlite.db.framework.FrameworkSQLiteDatabase,,,android.arch.persistence.db.framework,androidx.sqlite.db.framework,,
FrameworkSQLiteOpenHelper,android.arch.persistence.db.framework.FrameworkSQLiteOpenHelper,androidx.sqlite.db.framework.FrameworkSQLiteOpenHelper,,,android.arch.persistence.db.framework,androidx.sqlite.db.framework,,
FrameworkSQLiteOpenHelperFactory,android.arch.persistence.db.framework.FrameworkSQLiteOpenHelperFactory,androidx.sqlite.db.framework.FrameworkSQLiteOpenHelperFactory,,,android.arch.persistence.db.framework,androidx.sqlite.db.framework,,
FrameworkSQLiteProgram,android.arch.persistence.db.framework.FrameworkSQLiteProgram,androidx.sqlite.db.framework.FrameworkSQLiteProgram,,,android.arch.persistence.db.framework,androidx.sqlite.db.framework,,
FrameworkSQLiteStatement,android.arch.persistence.db.framework.FrameworkSQLiteStatement,androidx.sqlite.db.framework.FrameworkSQLiteStatement,,,android.arch.persistence.db.framework,androidx.sqlite.db.framework,,
SimpleSQLiteQuery,android.arch.persistence.db.SimpleSQLiteQuery,androidx.sqlite.db.SimpleSQLiteQuery,,,android.arch.persistence.db,androidx.sqlite.db,,
SupportSQLiteDatabase,android.arch.persistence.db.SupportSQLiteDatabase,androidx.sqlite.db.SupportSQLiteDatabase,,,android.arch.persistence.db,androidx.sqlite.db,,
SupportSQLiteOpenHelper,android.arch.persistence.db.SupportSQLiteOpenHelper,androidx.sqlite.db.SupportSQLiteOpenHelper,,,android.arch.persistence.db,androidx.sqlite.db,,
SupportSQLiteProgram,android.arch.persistence.db.SupportSQLiteProgram,androidx.sqlite.db.SupportSQLiteProgram,,,android.arch.persistence.db,androidx.sqlite.db,,
SupportSQLiteQuery,android.arch.persistence.db.SupportSQLiteQuery,androidx.sqlite.db.SupportSQLiteQuery,,,android.arch.persistence.db,androidx.sqlite.db,,
SupportSQLiteQueryBuilder,android.arch.persistence.db.SupportSQLiteQueryBuilder,androidx.sqlite.db.SupportSQLiteQueryBuilder,,,android.arch.persistence.db,androidx.sqlite.db,,
SupportSQLiteStatement,android.arch.persistence.db.SupportSQLiteStatement,androidx.sqlite.db.SupportSQLiteStatement,,,android.arch.persistence.db,androidx.sqlite.db,,
ColumnInfo,android.arch.persistence.room.ColumnInfo,androidx.room.ColumnInfo,,,android.arch.persistence.room,androidx.room,,
Dao,android.arch.persistence.room.Dao,androidx.room.Dao,,,android.arch.persistence.room,androidx.room,,
Database,android.arch.persistence.room.Database,androidx.room.Database,,,android.arch.persistence.room,androidx.room,,
DatabaseConfiguration,android.arch.persistence.room.DatabaseConfiguration,androidx.room.DatabaseConfiguration,,,android.arch.persistence.room,androidx.room,,
Delete,android.arch.persistence.room.Delete,androidx.room.Delete,,,android.arch.persistence.room,androidx.room,,
Embedded,android.arch.persistence.room.Embedded,androidx.room.Embedded,,,android.arch.persistence.room,androidx.room,,
EmptyResultSetException,android.arch.persistence.room.EmptyResultSetException,androidx.room.EmptyResultSetException,,,android.arch.persistence.room,androidx.room,,
Entity,android.arch.persistence.room.Entity,androidx.room.Entity,,,android.arch.persistence.room,androidx.room,,
EntityDeletionOrUpdateAdapter,android.arch.persistence.room.EntityDeletionOrUpdateAdapter,androidx.room.EntityDeletionOrUpdateAdapter,,,android.arch.persistence.room,androidx.room,,
EntityInsertionAdapter,android.arch.persistence.room.EntityInsertionAdapter,androidx.room.EntityInsertionAdapter,,,android.arch.persistence.room,androidx.room,,
AndroidTypeNames,android.arch.persistence.room.ext.AndroidTypeNames,androidx.room.ext.AndroidTypeNames,,,android.arch.persistence.room.ext,androidx.room.ext,,
ArchTypeNames,android.arch.persistence.room.ext.ArchTypeNames,androidx.room.ext.ArchTypeNames,,,android.arch.persistence.room.ext,androidx.room.ext,,
CommonTypeNames,android.arch.persistence.room.ext.CommonTypeNames,androidx.room.ext.CommonTypeNames,,,android.arch.persistence.room.ext,androidx.room.ext,,
Element_extKt,android.arch.persistence.room.ext.Element_extKt,androidx.room.ext.Element_extKt,,,android.arch.persistence.room.ext,androidx.room.ext,,
GuavaBaseTypeNames,android.arch.persistence.room.ext.GuavaBaseTypeNames,androidx.room.ext.GuavaBaseTypeNames,,,android.arch.persistence.room.ext,androidx.room.ext,,
GuavaUtilConcurrentTypeNames,android.arch.persistence.room.ext.GuavaUtilConcurrentTypeNames,androidx.room.ext.GuavaUtilConcurrentTypeNames,,,android.arch.persistence.room.ext,androidx.room.ext,,
Javapoet_extKt,android.arch.persistence.room.ext.Javapoet_extKt,androidx.room.ext.Javapoet_extKt,,,android.arch.persistence.room.ext,androidx.room.ext,,
KotlinMetadataProcessor,android.arch.persistence.room.ext.KotlinMetadataProcessor,androidx.room.ext.KotlinMetadataProcessor,,,android.arch.persistence.room.ext,androidx.room.ext,,
LifecyclesTypeNames,android.arch.persistence.room.ext.LifecyclesTypeNames,androidx.room.ext.LifecyclesTypeNames,,,android.arch.persistence.room.ext,androidx.room.ext,,
PagingTypeNames,android.arch.persistence.room.ext.PagingTypeNames,androidx.room.ext.PagingTypeNames,,,android.arch.persistence.room.ext,androidx.room.ext,,
ReactiveStreamsTypeNames,android.arch.persistence.room.ext.ReactiveStreamsTypeNames,androidx.room.ext.ReactiveStreamsTypeNames,,,android.arch.persistence.room.ext,androidx.room.ext,,
RoomGuavaTypeNames,android.arch.persistence.room.ext.RoomGuavaTypeNames,androidx.room.ext.RoomGuavaTypeNames,,,android.arch.persistence.room.ext,androidx.room.ext,,
RoomRxJava2TypeNames,android.arch.persistence.room.ext.RoomRxJava2TypeNames,androidx.room.ext.RoomRxJava2TypeNames,,,android.arch.persistence.room.ext,androidx.room.ext,,
RoomTypeNames,android.arch.persistence.room.ext.RoomTypeNames,androidx.room.ext.RoomTypeNames,,,android.arch.persistence.room.ext,androidx.room.ext,,
RxJava2TypeNames,android.arch.persistence.room.ext.RxJava2TypeNames,androidx.room.ext.RxJava2TypeNames,,,android.arch.persistence.room.ext,androidx.room.ext,,
SupportDbTypeNames,android.arch.persistence.room.ext.SupportDbTypeNames,androidx.room.ext.SupportDbTypeNames,,,android.arch.persistence.room.ext,androidx.room.ext,,
ForeignKey,android.arch.persistence.room.ForeignKey,androidx.room.ForeignKey,,,android.arch.persistence.room,androidx.room,,
GuavaRoom,android.arch.persistence.room.guava.GuavaRoom,androidx.room.guava.GuavaRoom,,,android.arch.persistence.room.guava,androidx.room.guava,,
Ignore,android.arch.persistence.room.Ignore,androidx.room.Ignore,,,android.arch.persistence.room,androidx.room,,
Index,android.arch.persistence.room.Index,androidx.room.Index,,,android.arch.persistence.room,androidx.room,,
Insert,android.arch.persistence.room.Insert,androidx.room.Insert,,,android.arch.persistence.room,androidx.room,,
InvalidationTracker,android.arch.persistence.room.InvalidationTracker,androidx.room.InvalidationTracker,,,android.arch.persistence.room,androidx.room,,
RLog,android.arch.persistence.room.log.RLog,androidx.room.log.RLog,,,android.arch.persistence.room.log,androidx.room.log,,
BundleUtil,android.arch.persistence.room.migration.bundle.BundleUtil,androidx.room.migration.bundle.BundleUtil,,,android.arch.persistence.room.migration.bundle,androidx.room.migration.bundle,,
DatabaseBundle,android.arch.persistence.room.migration.bundle.DatabaseBundle,androidx.room.migration.bundle.DatabaseBundle,,,android.arch.persistence.room.migration.bundle,androidx.room.migration.bundle,,
EntityBundle,android.arch.persistence.room.migration.bundle.EntityBundle,androidx.room.migration.bundle.EntityBundle,,,android.arch.persistence.room.migration.bundle,androidx.room.migration.bundle,,
FieldBundle,android.arch.persistence.room.migration.bundle.FieldBundle,androidx.room.migration.bundle.FieldBundle,,,android.arch.persistence.room.migration.bundle,androidx.room.migration.bundle,,
ForeignKeyBundle,android.arch.persistence.room.migration.bundle.ForeignKeyBundle,androidx.room.migration.bundle.ForeignKeyBundle,,,android.arch.persistence.room.migration.bundle,androidx.room.migration.bundle,,
IndexBundle,android.arch.persistence.room.migration.bundle.IndexBundle,androidx.room.migration.bundle.IndexBundle,,,android.arch.persistence.room.migration.bundle,androidx.room.migration.bundle,,
PrimaryKeyBundle,android.arch.persistence.room.migration.bundle.PrimaryKeyBundle,androidx.room.migration.bundle.PrimaryKeyBundle,,,android.arch.persistence.room.migration.bundle,androidx.room.migration.bundle,,
SchemaBundle,android.arch.persistence.room.migration.bundle.SchemaBundle,androidx.room.migration.bundle.SchemaBundle,,,android.arch.persistence.room.migration.bundle,androidx.room.migration.bundle,,
SchemaEquality,android.arch.persistence.room.migration.bundle.SchemaEquality,androidx.room.migration.bundle.SchemaEquality,,,android.arch.persistence.room.migration.bundle,androidx.room.migration.bundle,,
SchemaEqualityUtil,android.arch.persistence.room.migration.bundle.SchemaEqualityUtil,androidx.room.migration.bundle.SchemaEqualityUtil,,,android.arch.persistence.room.migration.bundle,androidx.room.migration.bundle,,
Migration,android.arch.persistence.room.migration.Migration,androidx.room.migration.Migration,,,android.arch.persistence.room.migration,androidx.room.migration,,
OnConflictStrategy,android.arch.persistence.room.OnConflictStrategy,androidx.room.OnConflictStrategy,,,android.arch.persistence.room,androidx.room,,
LimitOffsetDataSource,android.arch.persistence.room.paging.LimitOffsetDataSource,androidx.room.paging.LimitOffsetDataSource,,,android.arch.persistence.room.paging,androidx.room.paging,,
Collate,android.arch.persistence.room.parser.Collate,androidx.room.parser.Collate,,,android.arch.persistence.room.parser,androidx.room.parser,,
ParsedQuery,android.arch.persistence.room.parser.ParsedQuery,androidx.room.parser.ParsedQuery,,,android.arch.persistence.room.parser,androidx.room.parser,,
ParserErrors,android.arch.persistence.room.parser.ParserErrors,androidx.room.parser.ParserErrors,,,android.arch.persistence.room.parser,androidx.room.parser,,
QueryType,android.arch.persistence.room.parser.QueryType,androidx.room.parser.QueryType,,,android.arch.persistence.room.parser,androidx.room.parser,,
QueryVisitor,android.arch.persistence.room.parser.QueryVisitor,androidx.room.parser.QueryVisitor,,,android.arch.persistence.room.parser,androidx.room.parser,,
Section,android.arch.persistence.room.parser.Section,androidx.room.parser.Section,,,android.arch.persistence.room.parser,androidx.room.parser,,
SectionType,android.arch.persistence.room.parser.SectionType,androidx.room.parser.SectionType,,,android.arch.persistence.room.parser,androidx.room.parser,,
SQLiteBaseListener,android.arch.persistence.room.parser.SQLiteBaseListener,androidx.room.parser.SQLiteBaseListener,,,android.arch.persistence.room.parser,androidx.room.parser,,
SQLiteBaseVisitor,android.arch.persistence.room.parser.SQLiteBaseVisitor,androidx.room.parser.SQLiteBaseVisitor,,,android.arch.persistence.room.parser,androidx.room.parser,,
SQLiteLexer,android.arch.persistence.room.parser.SQLiteLexer,androidx.room.parser.SQLiteLexer,,,android.arch.persistence.room.parser,androidx.room.parser,,
SQLiteListener,android.arch.persistence.room.parser.SQLiteListener,androidx.room.parser.SQLiteListener,,,android.arch.persistence.room.parser,androidx.room.parser,,
SQLiteParser,android.arch.persistence.room.parser.SQLiteParser,androidx.room.parser.SQLiteParser,,,android.arch.persistence.room.parser,androidx.room.parser,,
SQLiteVisitor,android.arch.persistence.room.parser.SQLiteVisitor,androidx.room.parser.SQLiteVisitor,,,android.arch.persistence.room.parser,androidx.room.parser,,
SqlParser,android.arch.persistence.room.parser.SqlParser,androidx.room.parser.SqlParser,,,android.arch.persistence.room.parser,androidx.room.parser,,
